Year,CIK 1,CIK 2,Interlocking Board Members
2015,1206942,1293971,d lynch
2015,1206942,1385228,d lynch
2015,1293971,1385228,d lynch
2015,937556,1232524,m a p
2015,1274644,1412067,s james
2015,1069308,1583648,m richman
2015,1382911,1604464,eckard weber
2015,1274644,1604464,eckard weber
2015,1419600,1466301,p mahaffy
2015,1382911,1466301,p mahaffy
2015,1388320,1553643,sergio traversa;;sandesh seth
2015,1357459,1421204,s ogilvie
2015,1412486,1438533,j meckler
2015,1228627,1437402,r rodgers
2015,1346830,1407038,h bains
2015,1302573,1416792,p hastings
2015,1375151,1403708,a rhoads
2015,1498382,1569340,d brown
2015,1415336,1551693,k o'boyle
2015,1534525,1583648,darlene deptula-hicks
2015,1429560,1557883,j nunn
2015,1567514,1604464,j marcus
2015,921299,1567514,r riggs
2015,1177648,1280600,g golumbeski
2015,1293971,1439222,d schenkein
2015,1293971,1488613,d schenkein
2015,1439222,1488613,d schenkein
2015,1070081,1429560,a koppel
2015,1403708,1590750,d gonyer
2015,1496671,1503802,deepa pakianathan
2015,1301501,1416792,k hillan
2015,1293971,1401914,r tepper
2015,1404644,1423824,g bridger
2015,1512762,1613859,a satvat
2016,3116,1299139,a graves
2016,1427925,1457612,s hoffman
2016,1427925,1537917,s hoffman
2016,1399529,1457612,s hoffman
2016,1399529,1537917,s hoffman
2016,1457612,1537917,s hoffman
2016,1126234,1637761,j henneman
2016,835887,1070336,m kishbauch
2016,105319,819689,j chambers
2016,1325879,1526119,h termeer
2016,73290,1029142,f cano
2016,744218,1447028,h conrad
2016,744218,821995,g elston
2016,1177648,1326732,b carter
2016,799698,1424812,joseph rubinfeld
2016,1130591,1478121,dennis fenton
2016,9892,64803,t white
2016,9892,1022079,t ring
2016,9892,1095981,t thompson;;g naughton
2016,9892,1082554,t thompson
2016,1082554,1095981,t thompson
2016,12208,921114,l drapeau
2016,1178879,1412067,t love
2016,1479290,1594337,p gardner;;r eastman
2016,1048477,1426800,a lewis
2016,1048477,1576263,m grey
2016,1048477,1492426,m grey
2016,718937,1048477,r meier
2016,886744,1512762,v lawlis
2016,886744,1048477,v lawlis
2016,1347178,1457612,k bate
2016,1347178,1454789,k bate
2016,1347178,1571498,k bate
2016,1457612,1571498,k bate
2016,1454789,1571498,k bate
2016,1325879,1571498,k bate
2016,875320,1401708,william young
2016,1048477,1316175,b mueller
2016,1082554,1367644,l sullivan
2016,1452575,1609351,s altschuler;;elliott sigal
2016,1060736,1131324,f baker
2016,899866,1131324,f baker
2016,861838,1131324,j baker
2016,861838,1070494,j baker
2016,887247,1044378,m mccann
2016,887247,1460702,m mccann
2016,887247,1299139,m mccann
2016,1044378,1460702,m mccann
2016,1044378,1299139,m mccann
2016,1020214,1435049,w greenman
2016,1036968,1235010,j sulat
2016,1036968,1537561,j sulat
2016,1235010,1537561,j sulat
2016,792977,1537561,j sulat
2016,1347178,1597553,h pien;;m cola
2016,313927,1003642,j vergis
2016,821995,861838,j geraghty
2016,1175505,1557883,w ringo;;m mcdade
2016,1273636,1491576,a oronsky
2016,1136869,1578845,p bisaro
2016,1136869,1620602,p bisaro
2016,1578845,1620602,robert whiteford;;claire gilligan;;p bisaro;;tony hynds
2016,784199,1506492,j salveson
2016,1135906,1574235,s rocklage
2016,1135906,1610618,s rocklage
2016,1574235,1610618,s rocklage
2016,1178670,1339970,p schimmel
2016,1104506,1416792,d mcgirr
2016,1135906,1348649,m corrigan
2016,1429560,1491576,l moulder
2016,883975,1551693,r greer
2016,1367920,1385228,p hutt
2016,1367920,1609809,p hutt
2016,791908,1385228,p hutt
2016,791908,1609809,p hutt
2016,1385228,1609809,p hutt
2016,899923,1399529,d langer
2016,818479,1579428,m coleman
2016,200406,1579428,m coleman
2016,1142596,1596783,g lucier
2016,1070336,1267813,nicole vitullo
2016,1503802,1526119,m kauffman
2016,792977,1610618,r perez
2016,792977,1374690,f thomas;;r perez
2016,875320,1008848,i smith
2016,39368,47518,j giertz
2016,1001316,1429260,m weiss
2016,1000694,1136869,g boudreaux
2016,1552451,1629137,c homcy;;mark perry
2016,886744,1088856,d bradbury
2016,886744,1496671,s molineaux
2016,886744,1583107,s molineaux
2016,1496671,1583107,s molineaux
2016,1404281,1526119,t barberich
2016,1124105,1180145,a lawlor
2016,1347178,1492426,h watkins
2016,1552451,1597553,k starr
2016,1429560,1517022,maxine gowen
2016,861838,1517022,maxine gowen
2016,1070081,1281895,d southwell
2016,914475,1097149,g morrow
2016,914475,1493566,g morrow
2016,1097149,1493566,g morrow
2016,1339970,1597264,mark goldberg
2016,1253689,1597264,mark goldberg
2016,855654,861838,mark goldberg
2016,1347178,1609351,v milano
2016,861838,1609351,v milano
2016,72444,1429560,m dougherty
2016,1434316,1505512,w rastetter
2016,914475,1401914,w rastetter
2016,810509,1429260,e rowinsky
2016,810509,1385228,e rowinsky
2016,1034842,1526119,s sherwin
2016,1034842,1435049,s sherwin
2016,914475,1526119,s sherwin
2016,914475,1435049,s sherwin
2016,906709,1375151,e rnst
2016,906709,1156039,e rnst
2016,906709,1110803,e rnst
2016,882095,1110803,e rnst
2016,72444,1273636,a vanlent
2016,72444,1130598,a vanlent
2016,917520,1596783,d morel
2016,721371,920148,d p king
2016,1192448,1270073,j silverstein
2016,1109196,1460702,p maier
2016,1017491,1460702,p maier
2016,1393434,1399529,b peacock
2016,886163,1110803,d m
2016,59478,1349929,f prendergast
2016,1437402,1571498,d mott
2016,1437402,1491576,d mott
2016,1445283,1466301,m barrett
2016,1356576,1466301,m barrett
2016,1382911,1609351,l zoth
2016,1126234,1609351,l zoth
2016,318154,1505512,david baltimore
2016,859737,899866,c coughlin
2016,1099800,1271214,k gallahue
2016,1042074,1571498,c goldfischer
2016,914475,1438533,g lyons;;t coughlin
2016,914475,1095981,g lyons
2016,914475,1280600,r pops
2016,914475,1571498,r pops
2016,1280600,1571498,r pops
2016,914475,1434316,t coughlin
2016,1434316,1438533,t coughlin
2016,1098972,1515673,shalini sharp
2016,1311596,1338095,pierre legault
2016,908259,1419600,f driscoll
2016,831547,1444307,a maida
2016,893949,1356090,c alvarez
2016,1010086,1356090,j kindler
2016,1178670,1609809,d ausiello
2016,78003,1609809,d ausiello
2016,1178670,1385228,a schulman
2016,1439222,1594864,marc tessier-lavigne
2016,1325879,1594864,a evnin
2016,1060736,1270073,srinivas akkaraju
2016,882104,1060736,j mclaughlin
2016,882104,1501756,j mclaughlin
2016,882104,1367083,j mclaughlin
2016,1060736,1501756,j mclaughlin
2016,1060736,1367083,j mclaughlin
2016,882104,1124105,h selick
2016,882104,1126234,p edick
2016,875320,1178879,m mcglynn
2016,949858,1138723,j goldstein
2016,872589,1138723,j goldstein
2016,1415336,1446847,bryan roberts
2016,1301501,1446847,bryan roberts;;c t walsh
2016,894158,1476963,jeffrey wolf
2016,875320,1022079,jeffrey leiden
2016,1527599,1581720,alan fuhrman
2016,1175505,1576263,w ringo
2016,1175505,1426800,w ringo
2016,1426800,1557883,w ringo
2016,1135906,1344413,j buchi
2016,97745,859737,e ullian
2016,1211583,1261734,c rallis
2016,1082554,1579428,r jeffs
2016,1175505,1445283,f berger
2016,1382911,1476963,l bock
2016,1375151,1476963,l bock
2016,875320,1652923,t kearney
2016,875320,1280600,t kearney
2016,1293310,1427925,t morris
2016,881524,1530766,s z
2016,897448,1339469,j thero;;d stack
2016,815094,1010086,e rose
2016,811240,1271214,f moll
2016,811240,1090872,p clark
2016,792977,1604464,w heiden
2016,1037649,1289340,w mills
2016,831547,895051,r shrotriya
2016,810509,1016169,a gueth
2016,1013606,1237831,d lemaitre
2016,730272,1607962,g muir
2016,887359,1280600,k mclaughlin
2016,921299,1159036,jeffrey henderson
2016,721371,1235010,b downey
2016,6284,40704,s odland
2016,80424,1110783,j moeller
2016,943819,1396814,g pace
2016,943819,1136869,michael farrell
2016,1213037,1582249,j brancaccio
2016,1213037,1583771,g jacob;;j brancaccio
2016,1582249,1583771,j brancaccio
2016,318154,320193,r sugar
2016,924717,1374128,s mccormick
2016,924717,1444380,s mccormick
2016,1374128,1444380,s mccormick
2016,1800,1551152,g tilton
2016,1125345,1604464,m fust
2016,1125345,1557883,m fust
2016,1125345,1515673,m fust
2016,1510580,1600132,j peacock
2016,1098972,1383701,shahzad malik
2016,1279704,1535955,s a hill
2016,10456,1651308,t chen
2016,1571498,1604464,b seidenberg
2016,1131324,1175505,f cohen
2016,1131324,1438133,f cohen
2016,1131324,1217234,f cohen
2016,1175505,1438133,f cohen
2016,1175505,1217234,f cohen
2016,882796,1217234,f cohen
2016,1339469,1586049,j r tobin
2016,1108205,1133416,marc rubin
2016,1125345,1590877,d stump
2016,1055726,1082038,s benito
2016,1082038,1267813,jay shepard
2016,1069308,1389545,g maderis
2016,859737,1145197,sally crawford
2016,1534120,1557883,e bauer
2016,1626199,1652923,j leff
2016,1060736,1652923,daniel welch
2016,897448,1609351,l ekman
2016,897448,1563855,l ekman
2016,1429260,1533998,m hoenlein
2016,1117480,1517022,r renaud
2016,1070081,1517022,r renaud
2016,1114220,1340652,j feczko
2016,1114220,1416792,john p butler
2016,1114220,1517022,john p butler
2016,1416792,1517022,john p butler
2016,1062822,1130166,samuel barker
2016,1178670,1446847,m fanucci
2016,1178670,1235010,m fanucci
2016,1017491,1274792,r ray
2016,1061983,1130591,wendell wierenga
2016,1061983,1274644,wendell wierenga
2016,1061983,1367920,wendell wierenga
2016,1130591,1274644,wendell wierenga
2016,1130591,1367920,wendell wierenga
2016,1274644,1367920,wendell wierenga
2016,1423824,1501756,p cleveland
2016,718937,1158895,j roush
2016,1157602,1385228,c rowland
2016,771856,1157602,r morris
2016,1135906,1446847,j mchugh
2016,1135906,1429560,j mchugh
2016,1029142,1054274,d johnson
2016,1054274,1070081,j zeldis
2016,1054274,1530766,j zeldis
2016,1070081,1530766,j zeldis
2016,859737,885725,s macmillan
2016,1042418,1535955,r ono
2016,1235007,1544227,m kozin
2016,1029142,1251769,d kisner
2016,1029142,1383701,d kisner
2016,1029142,1621443,d kisner
2016,1251769,1383701,d kisner
2016,1251769,1621443,d kisner
2016,1383701,1621443,d kisner
2016,1544227,1651308,t malley
2016,1434868,1461993,d goldstein
2016,1301501,1445283,c t walsh
2016,1445283,1446847,c t walsh
2016,1100412,1412067,g fyfe
2016,1100412,1416792,j orwin
2016,1060736,1416792,j orwin
2016,1100412,1576263,c baum
2016,1385818,1411906,gregory gould
2016,1460702,1563855,g proehl
2016,6284,1123494,james green
2016,1034842,1348911,k katkin
2016,1035354,1412486,phillip frost;;s rubin
2016,880771,1095981,r hawkins
2016,926617,1069530,p roddy
2016,884624,1285550,maria sainz
2016,789132,1285550,maria sainz
2016,789132,1323885,s drake
2016,1160308,1365216,p greenleaf
2016,1055726,1444307,avtar dhillon
2016,1055726,1537561,avtar dhillon
2016,1444307,1537561,avtar dhillon
2016,1055726,1373707,n wysenski
2016,884624,1145460,j hinrichs
2016,1359931,1503802,g bohlin
2016,1359931,1373707,g bohlin;;j freund
2016,1228627,1355250,b virchow
2016,1382911,1515673,m narachi
2016,1270073,1492426,gino santini
2016,849636,1583771,j sapirstein;;a lippa
2016,799698,1280776,cheryl cohen
2016,799698,1404281,cheryl cohen
2016,1280776,1404281,cheryl cohen
2016,897448,1145197,j zakrzewski
2016,897448,1280600,j zakrzewski
2016,1145197,1280600,j zakrzewski
2016,806888,1047335,w adams
2016,1133416,1583648,steven prelack
2016,1034842,1583107,p ringrose
2016,1060736,1527599,c siegall
2016,1060736,1423824,c siegall
2016,1060736,1515673,c siegall
2016,1423824,1515673,c siegall
2016,1010086,1318641,j antal
2016,1010086,1641489,p savas
2016,1010086,1582554,a stern
2016,897448,1030206,p o
2016,1117480,1328143,m demski
2016,1029142,1396814,laura brege
2016,1029142,1070494,laura brege
2016,1178879,1270073,g sblendorio
2016,1262104,1290149,n glover
2016,1178670,1439222,j maraganore
2016,1178670,1293971,j maraganore
2016,1008848,1503802,b greene
2016,1597553,1640266,steven paul
2016,1178670,1640266,steven paul
2016,1088856,1328143,d mahoney
2016,1088856,1563855,joseph turner
2016,1088856,1344413,joseph turner
2016,1401708,1454789,n galakatos
2016,1280600,1454789,jean george
2016,1061983,1367083,s barbari
2016,1235007,1289340,f middleton
2016,1035354,1076682,david rector
2016,1124105,1226616,jeff himawan
2016,1124105,1492426,jeff himawan
2016,1226616,1492426,jeff himawan
2016,1339970,1466301,james blair
2016,1142596,1493566,v capps
2016,806888,1289340,j keegan
2016,1488613,1597264,a borisy
2016,1388320,1488039,r steinhart
2016,1326190,1368514,e richman
2016,910329,1424454,g welling
2016,1130591,1373707,j freund
2016,1130591,1279704,p berns
2016,1396814,1582554,j scibetta
2016,1574235,1609809,k graves
2016,1428522,1609809,k graves
2016,1070336,1609809,k graves
2016,1344413,1437402,gordon ringold
2016,1158895,1607962,l jasinski
2016,1158780,1533998,k gabbay
2016,1138776,1533998,k gabbay
2016,1267602,1399529,b halak
2016,1348911,1557746,albert cha
2016,1322505,1423824,heather preston
2016,1322505,1493566,heather preston
2016,1423824,1493566,heather preston
2016,1178879,1437402,m raab
2016,1103021,1305253,c bramlage
2016,1206942,1293971,d lynch
2016,1206942,1385228,d lynch
2016,1293971,1385228,d lynch
2016,937556,1232524,m a p
2016,1274644,1412067,s james
2016,1069308,1583648,m richman
2016,1274644,1311596,eckard weber
2016,1419600,1466301,p mahaffy
2016,1382911,1466301,p mahaffy
2016,1326706,1506928,m ferguson
2016,822370,1349929,geoffrey harris;;john pappajohn
2016,1388320,1553643,sergio traversa;;sandesh seth
2016,1357459,1421204,s ogilvie
2016,1412486,1438533,j meckler
2016,1228627,1437402,r rodgers
2016,1302573,1416792,p hastings
2016,1274644,1305253,nina kjellson
2016,1375151,1403708,a rhoads
2016,1369786,1637761,michael fekete
2016,1192448,1415336,m foley
2016,1429560,1557883,j nunn
2016,1491576,1527599,l alleva
2016,1567514,1604464,j marcus
2016,921299,1567514,r riggs
2016,1177648,1280600,g golumbeski
2016,1293971,1439222,d schenkein
2016,1293971,1488613,d schenkein
2016,1439222,1488613,d schenkein
2016,1581720,1597313,j bilenker;;d bonita
2016,1339970,1434316,a nashat
2016,1339970,1385228,a nashat
2016,1117480,1478242,j leonard
2016,1117480,1157602,j leonard
2016,1117480,1178253,c machado
2016,1070081,1429560,a koppel
2016,1403708,1590750,d gonyer
2016,1419600,1649989,s canute
2016,1359931,1649989,s canute
2016,1457612,1650664,k bosley
2016,1125345,1273636,s koenig
2016,1496671,1503802,deepa pakianathan
2016,1301501,1416792,k hillan
2016,1447028,1636050,vivek ramaswamy
2016,1404644,1423824,g bridger
2016,1404644,1652923,s nolan
2016,1281895,1341235,gary phillips
2016,1496671,1552451,sunil agarwal
2016,1512762,1613859,a satvat
2016,1497504,1621443,t harrison
2016,1271214,1444380,l earnhardt
2017,3116,1299139,a graves
2017,1065087,1551693,kevin o
2017,1427925,1457612,s hoffman
2017,1427925,1537917,s hoffman
2017,1399529,1457612,s hoffman
2017,1399529,1537917,s hoffman
2017,1457612,1537917,s hoffman
2017,1126234,1637761,j henneman
2017,835887,1070336,m kishbauch
2017,835887,1454789,m kishbauch
2017,1070336,1454789,m kishbauch
2017,73290,1029142,f cano
2017,744218,1447028,h conrad
2017,873303,1061983,edward kaye
2017,9892,64803,t white
2017,9892,1022079,t ring
2017,9892,1095981,g naughton
2017,9892,1082554,t thompson
2017,12208,921114,l drapeau
2017,1178879,1412067,t love
2017,1479290,1594337,p gardner;;r eastman
2017,1048477,1426800,a lewis
2017,1048477,1576263,m grey
2017,1048477,1492426,m grey
2017,886744,1512762,v lawlis
2017,886744,1048477,v lawlis
2017,1157601,1347178,k bate
2017,1157601,1457612,k bate
2017,1157601,1454789,k bate
2017,1157601,1325879,k bate
2017,1157601,1571498,k bate
2017,1347178,1457612,k bate
2017,1347178,1454789,k bate
2017,1347178,1571498,k bate
2017,1457612,1571498,k bate
2017,1454789,1571498,k bate
2017,1325879,1571498,k bate
2017,875320,1401708,william young
2017,1048477,1316175,b mueller
2017,1048477,1274644,w dere
2017,1082554,1367644,l sullivan
2017,14272,1556263,v sato
2017,1452575,1609351,s altschuler;;elliott sigal
2017,14272,917520,p arduini
2017,1060736,1131324,f baker
2017,899866,1131324,f baker
2017,861838,1131324,j baker
2017,1160308,1460702,m mccann
2017,1160308,1299139,m mccann
2017,814586,1299139,m mccann
2017,1183765,1232524,b c
2017,1235010,1537561,j sulat
2017,792977,1537561,j sulat
2017,313927,1003642,j vergis
2017,821995,861838,j geraghty
2017,816956,1180145,m aronson
2017,1175505,1557883,w ringo;;m mcdade
2017,1348911,1491576,a oronsky
2017,1281895,1596783,j carroll
2017,784199,1506492,j salveson
2017,1574235,1610618,s rocklage
2017,1178670,1339970,p schimmel
2017,1429560,1491576,l moulder
2017,1367920,1453687,p hutt
2017,1367920,1609809,p hutt
2017,791908,1453687,p hutt
2017,791908,1609809,p hutt
2017,1453687,1609809,p hutt
2017,899923,1399529,d langer
2017,818479,1579428,m coleman
2017,1142596,1596783,g lucier
2017,1070336,1267813,nicole vitullo
2017,1503802,1526119,m kauffman
2017,792977,1610618,r perez
2017,792977,1374690,r perez
2017,875320,1008848,i smith
2017,1001316,1429260,m weiss
2017,1000694,1136869,g boudreaux
2017,1552451,1629137,c homcy;;mark perry
2017,886744,1270073,d bradbury
2017,886744,1088856,d bradbury
2017,886744,1496671,s molineaux
2017,886744,1583107,s molineaux
2017,1496671,1583107,s molineaux
2017,1281895,1526119,t barberich
2017,47518,1388658,m garrett
2017,1124105,1180145,a lawlor
2017,1347178,1492426,h watkins
2017,1069308,1453687,t barabe
2017,1178670,1552451,k starr
2017,1178670,1597553,k starr
2017,1552451,1597553,k starr
2017,1429560,1517022,maxine gowen
2017,861838,1517022,maxine gowen
2017,886163,1374690,j lamattina
2017,1070081,1281895,d southwell
2017,914475,1097149,g morrow
2017,914475,1493566,g morrow
2017,1097149,1493566,g morrow
2017,1339970,1597264,mark goldberg
2017,861838,1253689,mark goldberg
2017,1347178,1609351,v milano
2017,861838,1609351,v milano
2017,72444,1488613,m dougherty
2017,72444,1461993,m dougherty
2017,72444,1267813,m dougherty
2017,72444,1429560,m dougherty
2017,1267813,1429560,m dougherty
2017,1434316,1505512,w rastetter
2017,914475,1401914,w rastetter
2017,1178670,1556263,p sharp;;m fanucci
2017,810509,1429260,e rowinsky
2017,1034842,1435049,s sherwin
2017,914475,1435049,s sherwin
2017,1082038,1375151,e rnst
2017,1082038,1156039,e rnst
2017,1082038,1110803,e rnst
2017,906709,1375151,e rnst
2017,906709,1156039,e rnst
2017,906709,1110803,e rnst
2017,882095,1110803,e rnst
2017,882095,886163,e rnst
2017,917520,1637761,james sullivan
2017,72444,1273636,a vanlent
2017,917520,1596783,d morel
2017,1326190,1590560,d schaffer
2017,721371,920148,d p king
2017,1192448,1628738,j silverstein
2017,1109196,1460702,p maier
2017,1017491,1460702,p maier
2017,886163,1438533,j kozarich
2017,1393434,1399529,b peacock
2017,59478,1349929,f prendergast
2017,1157601,1557883,f craves
2017,1437402,1491576,d mott
2017,1437402,1571498,d mott;;r bazemore
2017,1437402,1621227,d mott
2017,1491576,1571498,d mott;;b seidenberg
2017,1491576,1621227,d mott
2017,1571498,1621227,d mott
2017,1445283,1466301,m barrett
2017,1382911,1609351,l zoth
2017,1126234,1609351,l zoth
2017,318154,1505512,david baltimore
2017,318154,1356090,fred hassan
2017,1099800,1271214,k gallahue
2017,1042074,1571498,c goldfischer
2017,914475,1438533,g lyons;;t coughlin
2017,914475,1095981,g lyons
2017,914475,1280600,r pops
2017,914475,1571498,r pops
2017,1280600,1571498,r pops
2017,914475,1434316,t coughlin
2017,1434316,1438533,t coughlin
2017,1100412,1515673,shalini sharp
2017,1098972,1515673,shalini sharp
2017,831547,1444307,a maida
2017,893949,1356090,c alvarez
2017,1340652,1597313,h mckinnell
2017,1010086,1356090,j kindler
2017,1178670,1609809,d ausiello
2017,78003,1609809,d ausiello
2017,1178670,1446847,a schulman;;m fanucci
2017,1325879,1594864,a evnin
2017,1060736,1270073,daniel welch;;srinivas akkaraju
2017,882104,1367083,j mclaughlin
2017,882104,1377121,h selick
2017,882104,1124105,h selick
2017,882104,1126234,p edick
2017,875320,1178879,m mcglynn
2017,949858,1138723,j goldstein
2017,872589,1138723,j goldstein
2017,882796,885590,r ingram
2017,894158,1476963,jeffrey wolf
2017,875320,1022079,jeffrey leiden
2017,1439222,1626971,i clark
2017,1527599,1581720,alan fuhrman
2017,949858,1394319,m mattingly
2017,1175505,1426800,w ringo
2017,1426800,1557883,w ringo
2017,97745,859737,e ullian
2017,731766,937556,s t j
2017,731766,1001233,s t j
2017,937556,1001233,s t j
2017,875320,1652923,t kearney
2017,875320,1280600,t kearney
2017,1293310,1427925,t morris
2017,881524,1530766,s z
2017,1348911,1481512,r shah
2017,897448,1339469,j thero;;d stack
2017,811240,1271214,f moll
2017,811240,1090872,p clark
2017,792977,1604464,w heiden
2017,859737,885725,c dockendorff;;s macmillan
2017,1574235,1640266,m higgins
2017,1457612,1640266,m higgins
2017,831547,895051,r shrotriya
2017,831547,1326732,k gustafson
2017,730272,1681689,j cox
2017,730272,1607962,g muir
2017,1114220,1178253,s gilman
2017,1114220,1235010,s gilman
2017,1114220,1478069,s gilman
2017,887359,1178253,s gilman
2017,887359,1235010,s gilman
2017,887359,1478069,s gilman
2017,1178253,1235010,s gilman
2017,1178253,1478069,s gilman
2017,1235010,1478069,s gilman
2017,887359,1280600,k mclaughlin
2017,921299,1159036,jeffrey henderson
2017,721371,1235010,b downey
2017,721371,899866,david j anderson
2017,80424,1110783,j moeller
2017,943819,1396814,g pace
2017,943819,1136869,michael farrell
2017,899866,1104506,david brennan
2017,899866,1660484,david brennan
2017,1104506,1660484,david brennan
2017,1213037,1582249,j brancaccio
2017,1213037,1583771,g jacob;;j brancaccio
2017,1582249,1583771,j brancaccio
2017,318154,320193,r sugar
2017,924717,1374128,s mccormick
2017,924717,1444380,s mccormick
2017,1374128,1444380,s mccormick
2017,1125345,1604464,m fust
2017,1125345,1557883,m fust
2017,1125345,1515673,m fust
2017,1279704,1535955,s a hill
2017,1060736,1556263,n simonian
2017,10456,1651308,t chen
2017,1453687,1652130,carl gordon
2017,1491576,1604464,b seidenberg
2017,1131324,1175505,f cohen
2017,1131324,1438133,f cohen
2017,1131324,1217234,f cohen
2017,1175505,1438133,f cohen
2017,1175505,1217234,f cohen
2017,882796,1217234,f cohen
2017,882796,1556263,sanj patel
2017,1237831,1586049,j r tobin
2017,1108205,1133416,marc rubin
2017,1125345,1590877,d stump
2017,1069308,1389545,g maderis
2017,859737,1145197,sally crawford
2017,1124140,1571498,k conroy
2017,1557883,1679082,kathleen sebelius
2017,1534120,1557142,e bauer
2017,1534120,1557883,e bauer
2017,1557142,1557883,e bauer
2017,1439222,1594864,r nelsen
2017,1439222,1556263,r nelsen
2017,1305253,1484565,e engleman
2017,1104506,1590560,w lewis
2017,1060736,1652923,daniel welch
2017,1270073,1652923,daniel welch
2017,897448,1609351,l ekman
2017,897448,1563855,l ekman
2017,897448,1515673,l ekman
2017,1429260,1651407,l rosenwald
2017,1429260,1533998,m hoenlein
2017,1117480,1517022,r renaud
2017,1070081,1517022,r renaud
2017,1114220,1517022,john p butler
2017,1114220,1404281,j morrison
2017,1062822,1130166,samuel barker
2017,1446847,1556263,m fanucci
2017,1017491,1274792,r ray
2017,1061983,1367920,wendell wierenga
2017,1061983,1274644,wendell wierenga
2017,1000694,1341235,richard douglas
2017,1423824,1501756,p cleveland
2017,1029142,1054274,d johnson
2017,1054274,1070081,j zeldis
2017,1054274,1641631,j zeldis
2017,1054274,1530766,j zeldis
2017,1070081,1641631,j zeldis
2017,1070081,1530766,j zeldis
2017,812796,1641631,j zeldis
2017,812796,1530766,j zeldis
2017,1640266,1640455,p karsen
2017,1640266,1652130,p karsen
2017,1640455,1652130,p karsen
2017,1302573,1652130,p karsen
2017,1042418,1535955,r ono
2017,1235007,1544227,m kozin
2017,1274644,1613859,linda grais
2017,1029142,1621443,d kisner
2017,1029142,1383701,d kisner
2017,1544227,1651308,t malley
2017,1434868,1461993,d goldstein
2017,1445283,1446847,c t walsh
2017,1100412,1590750,k lefkoff
2017,1100412,1412067,g fyfe
2017,1100412,1576263,c baum
2017,1385818,1411906,gregory gould
2017,897448,1177648,kristine peterson
2017,34956,1460702,g proehl
2017,34956,1563855,g proehl
2017,1460702,1563855,g proehl
2017,1178879,1235010,c wheeler
2017,1035354,1412486,phillip frost;;s rubin
2017,1003642,1557746,r bierly
2017,880771,1095981,r hawkins
2017,884624,1285550,maria sainz
2017,789132,1285550,maria sainz
2017,789132,1323885,s drake
2017,1160308,1365216,p greenleaf
2017,1055726,1444307,avtar dhillon
2017,1055726,1537561,avtar dhillon
2017,1444307,1537561,avtar dhillon
2017,1055726,1373707,n wysenski
2017,1027838,1596946,zubeen shroff
2017,884624,1145460,j hinrichs
2017,1359931,1503802,g bohlin
2017,1359931,1373707,g bohlin;;j freund
2017,1228627,1355250,b virchow
2017,1382911,1515673,m narachi
2017,1177648,1235007,lesley russell
2017,1270073,1492426,gino santini
2017,849636,1583771,j sapirstein;;a lippa
2017,1280776,1404281,cheryl cohen
2017,1621227,1640455,b duncan
2017,897448,1145197,j zakrzewski
2017,897448,1280600,j zakrzewski
2017,1145197,1280600,j zakrzewski
2017,874015,1509745,joseph loscalzo
2017,737207,1279704,s loren
2017,1133416,1583648,steven prelack
2017,1034842,1583107,p ringrose
2017,1060736,1423824,c siegall
2017,1060736,1515673,c siegall
2017,1423824,1515673,c siegall
2017,1010086,1641489,p savas
2017,1010086,1582554,a stern
2017,1117480,1328143,m demski
2017,1029142,1396814,laura brege
2017,1251769,1358762,j nielsen;;r mcgaughy;;w mcclellan
2017,1262104,1290149,n glover
2017,1117480,1358403,james daly
2017,1117480,1159036,james daly
2017,1178670,1439222,j maraganore
2017,1178670,1293971,j maraganore
2017,1008848,1503802,b greene
2017,1597553,1640266,steven paul
2017,1178670,1640266,steven paul
2017,1088856,1328143,d mahoney
2017,1401708,1454789,n galakatos
2017,1280600,1454789,jean george
2017,1061983,1367083,s barbari
2017,1235007,1289340,f middleton
2017,1124105,1226616,jeff himawan
2017,1124105,1492426,jeff himawan
2017,1226616,1492426,jeff himawan
2017,1339970,1466301,james blair
2017,1142596,1427570,l howe
2017,1142596,1493566,v capps
2017,1488613,1597264,a borisy
2017,1348911,1544227,richard aldrich
2017,1093557,1552451,e topol
2017,1388320,1488039,r steinhart
2017,1131324,1340652,geoffrey parker
2017,1326190,1368514,e richman
2017,1428522,1609809,k graves
2017,1070336,1609809,k graves
2017,1367644,1671584,fuad el-hibri;;d abdun-nabi;;zsolt harsanyi
2017,1367644,1590877,d abdun-nabi
2017,1158895,1607962,l jasinski
2017,1267602,1399529,b halak
2017,1347178,1597553,m cola
2017,1322505,1457612,ronald cooper
2017,1322505,1423824,heather preston
2017,1322505,1493566,heather preston
2017,1423824,1493566,heather preston
2017,1178879,1437402,m raab
2017,73290,1103021,m sirgo
2017,1103021,1305253,c bramlage
2017,1103021,1537917,t tyson
2017,937556,1232524,m a p
2017,1274644,1412067,s james
2017,1069308,1583648,m richman
2017,1419600,1466301,p mahaffy
2017,1382911,1466301,p mahaffy
2017,1382911,1415336,d endicott
2017,1374690,1590750,t hughes
2017,1326706,1506928,m ferguson
2017,822370,1349929,geoffrey harris;;john pappajohn
2017,1388320,1553643,sergio traversa
2017,1357459,1421204,s ogilvie
2017,1228627,1437402,r rodgers
2017,1100397,1444307,daniel j o
2017,1437402,1444307,annalisa jenkins
2017,1274644,1305253,nina kjellson
2017,1273636,1274792,w a sullivan
2017,1192448,1415336,m foley
2017,1370053,1604464,c gallagher
2017,1429560,1557883,j nunn
